cik,gvkey,coname,FFI,filing_date,virus_sc_R,virus_sent_wc_R,virus_kw_freq_R,virus_sc,virus_sent_wc,virus_kw_freq
887733,25536,"CENTRAL GARDEN & PET CO","Wholesale",06feb2020,0,0,0,0,0,0
866273,23195,"MATRIX SERVICE CO","Construction",06feb2020,0,0,0,0,0,0
815094,13619,"ABIOMED INC","Medical Equipment",06feb2020,2.314815,9.419574,.0847338,5,667,6
1116132,140541,"TAPESTRY, INC","Apparel",06feb2020,1.48368,1.271571,.0807347,5,126,8
1590976,19391,"MALIBU BOATS, INC","Shipbuilding, Railroad Eq",06feb2020,0,0,0,0,0,0
1547459,11922,"Natural Grocers by Vitamin Cottage, Inc","Retail",06feb2020,0,0,0,0,0,0
1377789,176572,"AVIAT NETWORKS, INC","Electronic Equipment",06feb2020,0,0,0,0,0,0
1295947,162335,"Prestige Consumer Healthcare Inc","Wholesale",06feb2020,.6097561,.4132231,.0217486,1,19,1
57725,22632,"LANNETT CO INC","Pharmaceutical Products",06feb2020,0,0,0,0,0,0
889971,62217,"LIGHTPATH TECHNOLOGIES INC","Measuring and Control Equity",06feb2020,0,0,0,0,0,0
10795,2111,"BECTON DICKINSON & CO","Medical Equipment",06feb2020,1.95122,2.436615,.1152453,4,148,7
1037038,64891,"RALPH LAUREN CORP","Apparel",06feb2020,1.421801,1.369359,.0883457,6,186,12
1001115,65896,"GEOSPACE TECHNOLOGIES CORP","Measuring and Control Equity",06feb2020,0,0,0,0,0,0
1001250,61567,"ESTEE LAUDER COMPANIES INC","Consumer Goods",06feb2020,2.898551,4.473206,.1589464,8,394,14
46250,5530,"HAWKINS INC","Wholesale",06feb2020,0,0,0,0,0,0
744452,106126,"APPLIED DNA SCIENCES INC","Electronic Equipment",06feb2020,3.04878,2.345095,.1075732,5,109,5
763532,6527,"LSI INDUSTRIES INC","Electrical Equipment",06feb2020,3.521127,4.456887,.1343785,5,199,6
1032220,64901,"MAXIMUS, INC","Business Services",06feb2020,1.212121,.993542,.0745156,2,40,3
1600033,27907,"e l f Beauty, Inc","Consumer Goods",06feb2020,3.448276,2.159568,.119976,4,72,4
1262104,157865,"MEI Pharma, Inc","Pharmaceutical Products",06feb2020,1.5625,1.565671,.0579878,4,108,4
3545,1266,"ALICO, INC","Agriculture",06feb2020,.877193,9.47965,.0772798,1,368,3
842023,15414,"BIO-TECHNE Corp","Pharmaceutical Products",06feb2020,0,0,0,0,0,0
1616318,22653,"Vista Outdoor Inc","Defense",06feb2020,.6410257,.3238492,.0231321,1,14,1
1022408,63986,"EPLUS INC","Wholesale",06feb2020,0,0,0,0,0,0
1644378,26545,"RMR GROUP INC","Business Services",06feb2020,0,0,0,0,0,0
1006655,62626,"EVOLUTION PETROLEUM CORP","Petroleum and Natural Gas",07feb2020,0,0,0,0,0,0
1261654,156633,"UNIVERSAL TECHNICAL INSTITUTE INC","Personal Services",07feb2020,.6666667,1.005025,.0279174,1,36,1
1015155,65850,"CHARLES & COLVARD LTD","Construction Materials",07feb2020,0,0,0,0,0,0
1375365,176567,"Super Micro Computer, Inc","Computers",07feb2020,0,0,0,0,0,0
1636519,24481,"Madison Square Garden Co","Entertainment",07feb2020,0,0,0,0,0,0
794172,12433,"MERIDIAN BIOSCIENCE INC","Pharmaceutical Products",07feb2020,8.163265,11.18175,.4487659,8,299,12
1564708,18043,"NEWS CORP","Printing and Publishing",07feb2020,0,0,0,0,0,0
899923,61399,"MYRIAD GENETICS INC","Pharmaceutical Products",07feb2020,2.325581,2.89269,.155521,2,93,5
849399,15855,"NortonLifeLock Inc","Business Services",07feb2020,0,0,0,0,0,0
1117297,184263,"QUINSTREET, INC","Business Services",07feb2020,0,0,0,0,0,0
34563,4579,"FARMER BROTHERS CO","Food",07feb2020,0,0,0,0,0,0
1511737,187462,"Ubiquiti Inc","Electronic Equipment",07feb2020,0,0,0,0,0,0
1102934,133726,"CABOT MICROELECTRONICS CORP","Chemicals",07feb2020,.5847953,5.179745,.0193274,1,268,1
1207074,177871,"VIRTUSA CORP","Business Services",07feb2020,0,0,0,0,0,0
1002517,61685,"Nuance Communications, Inc","Business Services",07feb2020,0,0,0,0,0,0
946581,64630,"TAKE TWO INTERACTIVE SOFTWARE INC","Business Services",07feb2020,0,0,0,0,0,0
1688568,3336,"DXC Technology Co","Business Services",07feb2020,0,0,0,0,0,0
866706,23224,"ESCO TECHNOLOGIES INC","Measuring and Control Equity",07feb2020,0,0,0,0,0,0
783412,12568,"DAILY JOURNAL CORP","Business Services",07feb2020,0,0,0,0,0,0
1530950,170527,"Post Holdings, Inc","Food",07feb2020,4.117647,5.227963,.1621074,7,258,8
779152,11811,"HENRY JACK & ASSOCIATES INC","Computers",07feb2020,0,0,0,0,0,0
836690,135844,"INNOVATIVE SOLUTIONS & SUPPORT INC","Computers",07feb2020,0,0,0,0,0,0
1387467,184604,"ALPHA & OMEGA SEMICONDUCTOR Ltd","Electronic Equipment",10feb2020,1.498127,1.679619,.0877413,4,134,7
1626853,24937,"Majesco","Business Services",10feb2020,.3533569,.2631249,.0125298,1,21,1
108312,11580,"Woodward, Inc","Electrical Equipment",10feb2020,0,0,0,0,0,0
1757898,25313,"STERIS plc","Medical Equipment",10feb2020,1.626016,9.894992,.0538503,4,735,4
724004,7275,"MESA LABORATORIES INC CO","Measuring and Control Equity",10feb2020,0,0,0,0,0,0
808326,64637,"EMCORE CORP","Electronic Equipment",10feb2020,0,0,0,0,0,0
65011,7260,"MEREDITH CORP","Printing and Publishing",10feb2020,.5649717,2.822201,.0188147,1,150,1
355019,4826,"FONAR CORP","Healthcare",10feb2020,.6060606,1.576532,.0199561,1,79,1
918251,29930,"MOTORCAR PARTS AMERICA INC","Miscellaneous",10feb2020,0,0,0,0,0,0
1096752,133367,"EDGEWELL PERSONAL CARE Co","Construction Materials",10feb2020,0,0,0,0,0,0
1177648,16269,"ENANTA PHARMACEUTICALS INC","Pharmaceutical Products",10feb2020,12.68657,14.43031,.4931222,17,556,19
887226,25676,"PERCEPTRON INC MI","Measuring and Control Equity",10feb2020,0,0,0,0,0,0
1171155,162914,"RADIANT LOGISTICS, INC","Transportation",10feb2020,0,0,0,0,0,0
1041514,65540,"NET 1 UEPS TECHNOLOGIES INC","Business Services",10feb2020,0,0,0,0,0,0
65312,7295,"EVI INDUSTRIES, INC","Wholesale",10feb2020,0,0,0,0,0,0
50471,116166,"PARK CITY GROUP INC","Business Services",10feb2020,0,0,0,0,0,0
1644675,26368,"Mimecast Ltd","Business Services",10feb2020,.3546099,.1516035,.0116618,1,13,1
939930,3937,"PYXUS INTERNATIONAL, INC","Wholesale",10feb2020,0,0,0,0,0,0
820318,14561,"II-VI INC","Measuring and Control Equity",10feb2020,0,0,0,0,0,0
797721,64088,"VIASAT INC","Electronic Equipment",10feb2020,0,0,0,0,0,0
1591588,19172,"A-Mark Precious Metals, Inc","Wholesale",10feb2020,0,0,0,0,0,0
1342287,166789,"General Finance CORP","Business Services",10feb2020,0,0,0,0,0,0
768408,12575,"CYANOTECH CORP","Pharmaceutical Products",11feb2020,0,0,0,0,0,0
1488917,185125,"Electromed, Inc","Medical Equipment",11feb2020,2,3.745778,.0614062,2,122,2
924383,22373,"Genasys Inc","Recreational Products",11feb2020,.8,.5491153,.0305064,1,18,1
13573,2342,"BOWL AMERICA INC","Entertainment",11feb2020,0,0,0,0,0,0
787253,13765,"NATURAL ALTERNATIVES INTERNATIONAL INC","Pharmaceutical Products",11feb2020,0,0,0,0,0,0
356037,2573,"CSP INC MA","Computers",12feb2020,0,0,0,0,0,0
25895,3622,"CROWN CRAFTS INC","Textiles",12feb2020,1.694915,6.178707,.0475285,1,130,1
1039280,107446,"NETSOL TECHNOLOGIES INC","Business Services",12feb2020,.8264463,.4487775,.0309502,2,29,2
863894,22817,"VERU INC","Rubber and Plastic Products",12feb2020,5.555555,6.797415,.2005794,8,305,9
1477246,184259,"S&W Seed Co","Agriculture",12feb2020,0,0,0,0,0,0
353184,1210,"AIR T INC","Transportation",13feb2020,0,0,0,0,0,0
732026,10740,"TRIO-TECH INTERNATIONAL","Machinery",13feb2020,1.587302,1.228781,.0760071,4,97,6
1474439,184101,"Telenav, Inc","Telecommunications",13feb2020,0,0,0,0,0,0
874292,24428,"ADDVANTAGE TECHNOLOGIES GROUP INC","Wholesale",13feb2020,0,0,0,0,0,0
1114925,138467,"LANTRONIX INC","Computers",13feb2020,0,0,0,0,0,0
33533,4450,"ESPEY MFG & ELECTRONICS CORP","Electronic Equipment",13feb2020,.6944444,2.003082,.0256805,1,78,1
20629,2556,"CSS INDUSTRIES INC","Business Supplies",14feb2020,.8,.3890105,.0243132,1,16,1
1413263,179624,"CHINA JO-JO DRUGSTORES, INC","Retail",14feb2020,.862069,1.530333,.0364365,2,84,2
1438731,62582,"ALJ REGIONAL HOLDINGS INC","Business Services",14feb2020,.6849315,1.331227,.0225632,1,59,1
1001907,61766,"ASTROTECH Corp","Measuring and Control Equity",14feb2020,0,0,0,0,0,0
857949,21241,"China Green Agriculture, Inc","Chemicals",14feb2020,.4016064,.5183467,.0136407,1,38,1
874710,24837,"ALLIED HEALTHCARE PRODUCTS INC","Medical Equipment",14feb2020,0,0,0,0,0,0
825324,22543,"Good Times Restaurants Inc","Restaurants, Hotel, Mc'el",14feb2020,0,0,0,0,0,0
39092,4903,"FRIEDMAN INDUSTRIES INC","Steel Works Etc",14feb2020,.6896552,3.031162,.0283286,1,107,1
720154,65905,"BIOANALYTICAL SYSTEMS INC","Business Services",14feb2020,0,0,0,0,0,0
90168,9698,"SIFCO INDUSTRIES INC","Aircraft",18feb2020,0,0,0,0,0,0
858877,20779,"CISCO SYSTEMS, INC","Computers",18feb2020,0,0,0,0,0,0
1681622,29004,"Varex Imaging Corp","Medical Equipment",18feb2020,0,0,0,0,0,0
1002047,61591,"NetApp, Inc","Computers",18feb2020,0,0,0,0,0,0
57131,6543,"LA-Z-BOY INC","Consumer Goods",18feb2020,.5952381,2.023988,.0187406,1,108,1
6281,1632,"ANALOG DEVICES INC","Electronic Equipment",19feb2020,.9433962,1.727796,.0303122,1,57,1
6951,1704,"APPLIED MATERIALS INC DE","Machinery",20feb2020,1.276596,2.884903,.1644245,3,193,11
746598,2352,"BRADY CORP","Miscellaneous",20feb2020,.7751938,1.660863,.0267881,1,62,1
883241,24975,"SYNOPSYS INC","Business Services",21feb2020,0,0,0,0,0,0
896878,27928,"INTUIT INC","Business Services",24feb2020,.4854369,.4136691,.0179856,1,23,1
1327567,171067,"Palo Alto Networks Inc","Business Services",25feb2020,0,0,0,0,0,0
1067294,3570,"CRACKER BARREL OLD COUNTRY STORE, INC","Restaurants, Hotel, Mc'el",25feb2020,.5617977,.8418413,.0179115,1,47,1
794619,12379,"AMERICAN WOODMARK CORP","Construction Materials",26feb2020,3.472222,4.620005,.1155001,5,200,5
900075,29901,"COPART INC","Wholesale",27feb2020,0,0,0,0,0,0
91419,9777,"J M SMUCKER Co","Food",27feb2020,0,0,0,0,0,0
46619,5567,"HEICO CORP","Aircraft",27feb2020,2.564103,7.304965,.141844,2,206,4
315189,3835,"DEERE & CO","Machinery",27feb2020,2.234637,11.94833,.1973448,4,666,11
812128,13323,"SANDERSON FARMS INC","Food",27feb2020,3.703704,3.248306,.1992826,6,163,10
935419,61418,"RCI HOSPITALITY HOLDINGS, INC","Restaurants, Hotel, Mc'el",27feb2020,0,0,0,0,0,0
43920,5338,"GREIF, INC","Shipping Containers",28feb2020,1.769912,13.05029,.0997293,4,916,7
1613103,7228,"Medtronic plc","Medical Equipment",28feb2020,3.818616,3.876458,.1575796,16,492,20
915779,29705,"DAKTRONICS INC SD","Miscellaneous",28feb2020,.4032258,.3737243,.043122,1,26,3
1634117,23208,"Barnes & Noble Education, Inc","Retail",03mar2020,1.013514,1.204962,.03544,3,102,3
14693,2435,"BROWN FORMAN CORP","Alcoholic Beverages",04mar2020,2.109705,2.956723,.16518,5,179,10
16732,2663,"CAMPBELL SOUP CO","Food",04mar2020,1.777778,1.838035,.1273885,4,101,7
23197,3358,"COMTECH TELECOMMUNICATIONS CORP DE","Electronic Equipment",04mar2020,2.803738,4.567237,.0880196,18,934,18
1687221,185952,"REV Group, Inc","Automobiles and Trucks",04mar2020,1.129943,1.41681,.0382922,2,74,2
1368622,176362,"AeroVironment Inc","Aircraft",04mar2020,0,0,0,0,0,0
904979,28518,"SHILOH INDUSTRIES INC","Fabricated Products",04mar2020,4.166667,3.913364,.3937977,7,159,16
103595,11178,"VILLAGE SUPER MARKET INC","Retail",05mar2020,4.597701,8.757515,.2605211,8,437,13
69891,24463,"NATIONAL BEVERAGE CORP","Candy and Soda",05mar2020,0,0,0,0,0,0
74046,8105,"Oil-Dri Corp of America","Construction Materials",05mar2020,4.678362,5.139319,.3302374,8,249,16
1528396,190455,"Guidewire Software, Inc","Business Services",05mar2020,0,0,0,0,0,0
65270,7291,"METHODE ELECTRONICS INC","Electronic Equipment",05mar2020,.8230453,.4711962,.0455996,2,31,3
737758,10618,"TORO CO","Machinery",05mar2020,3.921569,7.186643,.1693822,12,891,21
1092796,115757,"AMERICAN OUTDOOR BRANDS CORP","Defense",05mar2020,3.517588,5.65371,.1030624,7,384,7
1600438,22583,"GMS Inc","Wholesale",05mar2020,0,0,0,0,0,0
107140,11499,"JOHN WILEY & SONS, INC","Printing and Publishing",06mar2020,.613497,.4031302,.0711406,1,17,3
315374,5788,"HURCO COMPANIES INC","Measuring and Control Equity",06mar2020,.8849558,1.544402,.0965251,1,48,3
29644,4036,"DONALDSON CO INC","Automobiles and Trucks",06mar2020,.7936508,5.078856,.0801925,1,190,3
711404,3504,"COOPER COMPANIES, INC","Medical Equipment",06mar2020,3.314917,6.26,.2,6,313,10
14177,2390,"BRIDGFORD FOODS CORP","Food",06mar2020,0,0,0,0,0,0
19446,2942,"CANTEL MEDICAL CORP","Medical Equipment",06mar2020,0,0,0,0,0,0
316253,4418,"ENZO BIOCHEM INC","Healthcare",06mar2020,1.941748,2.274343,.1066098,4,128,6
1423221,179819,"Quanex Building Products CORP","Construction Materials",06mar2020,2.777778,3.546326,.0958466,3,111,3
1498301,4072,"Ascena Retail Group, Inc","Retail",09mar2020,5.194805,3.810836,.2601775,12,249,17
812011,64344,"VAIL RESORTS INC","Entertainment",09mar2020,1.438849,1.535041,.1164514,4,145,11
726958,2807,"CASEYS GENERAL STORES INC","Retail",09mar2020,1.834862,9.757473,.141004,2,346,5
1645590,26156,"Hewlett Packard Enterprise Co","Computers",09mar2020,0,0,0,0,0,0
730263,10549,"THOR INDUSTRIES INC","Automobiles and Trucks",09mar2020,2.755906,6.899398,.1415261,7,585,12
1348911,29251,"KalVista Pharmaceuticals, Inc","Pharmaceutical Products",10mar2020,2.222222,2.333889,.0714456,3,98,3
1133470,147708,"CALAVO GROWERS INC","Wholesale",10mar2020,0,0,0,0,0,0
1005731,62396,"IDT CORP","Telecommunications",11mar2020,0,0,0,0,0,0
914712,29621,"Steel Connect, Inc","Business Services",11mar2020,0,0,0,0,0,0
1236997,164746,"COUNTERPATH CORP","Business Services",11mar2020,0,0,0,0,0,0
936395,64356,"CIENA CORP","Electronic Equipment",11mar2020,4.784689,5.058029,.3464403,10,292,20
1020859,63927,"UNITED NATURAL FOODS INC","Wholesale",11mar2020,3.323263,2.397869,.1184133,11,243,12
56679,118267,"KORN FERRY","Business Services",11mar2020,1.58371,4.634057,.102979,7,630,14
1342423,29962,"Limoneira CO","Agriculture",11mar2020,.5780347,.6237901,.04302,2,58,4
717720,11099,"VALUE LINE INC","Printing and Publishing",12mar2020,2.840909,3.40329,.1323502,5,180,7
915358,29698,"SIGMATRON INTERNATIONAL INC","Electronic Equipment",12mar2020,3.676471,8.415466,.227445,5,333,9
1341439,12142,"ORACLE CORP","Business Services",13mar2020,.9009009,.4720783,.0575705,2,41,5
55529,6410,"KEWAUNEE SCIENTIFIC CORP DE","Measuring and Control Equity",13mar2020,0,0,0,0,0,0
723603,3647,"CULP INC","Textiles",13mar2020,10.72664,12.47696,.5645161,31,1083,49
39020,4900,"FREQUENCY ELECTRONICS INC","Measuring and Control Equity",16mar2020,0,0,0,0,0,0
771856,14983,"CHAMPIONS ONCOLOGY, INC","Pharmaceutical Products",16mar2020,9.230769,9.278871,.7564297,6,184,15
40704,5071,"GENERAL MILLS INC","Food",18mar2020,2.362205,6.644908,.156658,6,509,12
866729,9466,"SCHOLASTIC CORP","Printing and Publishing",20mar2020,5.05618,6.178333,.1882595,9,361,11
96536,10349,"TAYLOR DEVICES INC","Machinery",25mar2020,1.574803,1.736714,.1389371,2,50,4
1750,1004,"AAR CORP","Wholesale",25mar2020,4.424779,4.607978,.3094911,5,134,9
723531,8402,"PAYCHEX INC","Business Services",27mar2020,5.319149,6.877449,.4729091,15,509,35
16160,64275,"CAL-MAINE FOODS INC","Agriculture",30mar2020,4.405286,7.936749,.3497035,10,522,23
723254,3062,"CINTAS CORP","Personal Services",31mar2020,4.739336,9.077207,.4689332,10,542,28
23217,3362,"CONAGRA BRANDS INC","Food",31mar2020,1.25,5.687011,.162486,4,560,16
940944,31846,"DARDEN RESTAURANTS INC","Restaurants, Hotel, Mc'el",31mar2020,5.882353,7.14111,.513573,8,292,21
1084765,141359,"RESOURCES CONNECTION INC","Business Services",02apr2020,5.777778,7.401575,.3149606,13,517,22
110621,8902,"RPM INTERNATIONAL INC DE","Chemicals",08apr2020,7.194244,11.25101,.4967079,20,974,43
1275187,264387,"ANGIODYNAMICS INC","Medical Equipment",08apr2020,5.429864,7.401961,.3594771,12,453,22
355948,9125,"RICHARDSON ELECTRONICS LTD DE","Wholesale",09apr2020,1.538462,2.128764,.0519211,2,82,2
1045742,66261,"LIVE VENTURES Inc","Retail",13apr2020,10.83333,18.96804,.5277045,13,647,18
73290,7662,"BIOMERICA INC","Pharmaceutical Products",14apr2020,7.246377,10.56948,.4555809,5,232,10
1413898,179288,"A H Belo Corp","Printing and Publishing",14apr2020,2.777778,5.479886,.2217295,3,173,7
1040470,65286,"AEHR TEST SYSTEMS","Measuring and Control Equity",14apr2020,0,0,0,0,0,0
922612,26520,"SCHMITT INDUSTRIES INC","Measuring and Control Equity",14apr2020,0,0,0,0,0,0
33488,4448,"ESCALADE INC","Recreational Products",16apr2020,20.93023,41.67767,1.651255,9,631,25
815556,14225,"FASTENAL CO","Wholesale",17apr2020,6.756757,16.90419,.5262004,10,771,24
1035267,136725,"INTUITIVE SURGICAL INC","Medical Equipment",17apr2020,11.53082,16.43501,.9638891,58,2353,138
54480,6335,"KANSAS CITY SOUTHERN","Transportation",17apr2020,6.493506,9.592823,.4830918,15,695,35
